state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank,Status
Jammu & Kashmir,Baramulla,SHARIEF UD-DIN SHARIQ,JKN,146058,0,146058,5,Lost
Jammu & Kashmir,Baramulla,AYAZ AHMAD SOFI,GaAP,5566,0,5566,6,Lost
Jammu & Kashmir,Baramulla,BASHIR AHMAD JAGAL,Prism,2694,0,2694,7,Lost
Jammu & Kashmir,Baramulla,SALAMUDDIN BAJAD,Jammu & Kashmir People Conference,71154,0,71154,8,Lost
Jammu & Kashmir,Baramulla,TANVEER HUSSAIN,Independent,5788,0,5788,9,Lost
Jammu & Kashmir,Baramulla,ASHIQ HUSSAIN GANIE,Independent,1943,0,1943,10,Lost
Jammu & Kashmir,Baramulla,ABDUL HUSSAIN,Independent,7301,0,7301,11,Lost
Jammu & Kashmir,Baramulla,AB. HAMID MALIK,Independent,3655,0,3655,12,Lost
Jammu & Kashmir,Baramulla,ER. ABDUL RASHID SHEIKH,Independent,22090,0,22090,13,Lost
Jammu & Kashmir,Baramulla,MOHD ABDULLAH CHATWAL,Independent,4006,0,4006,14,Lost
Jammu & Kashmir,Baramulla,NISAR AHMAD AHANGER,Independent,2050,0,2050,15,Lost
Jammu & Kashmir,Baramulla,None of the Above,NOTA,4568,0,4568,16,Lost
Jammu & Kashmir,Srinagar,TARIQ HAMEED KARRA,Jammu & Kashmir Peoples Democratic Party,157923,0,157923,1,Won
Jammu & Kashmir,Srinagar,FAROOQ ABDULLAH,JKN,115642,1,115643,2,Lost
Jammu & Kashmir,Srinagar,FAYAZ AHMAD BHAT,Bharatiya Janata Party,4465,2,4467,3,Lost
Jammu & Kashmir,Srinagar,MOHAMMAD MAQBOOL MALIK,Jammu & Kashmir National Panthers Party,583,0,583,4,Lost
Jammu & Kashmir,Srinagar,DR RAJA MUZAFFAR BHAT,Aam Aadmi Party,3271,0,3271,5,Lost
Jammu & Kashmir,Srinagar,MUSHTAQ SHAMIM,ABML(S),521,0,521,6,Lost
Jammu & Kashmir,Srinagar,AGA SYED MOHSIN,Independent,16049,1,16050,7,Lost
Jammu & Kashmir,Srinagar,BASHIR MOHD RESHI,Independent,1215,0,1215,8,Lost
Jammu & Kashmir,Srinagar,CHETAN SHARMA,Independent,608,0,608,9,Lost
Jammu & Kashmir,Srinagar,RABIA ALTAF,Independent,864,0,864,10,Lost
Jammu & Kashmir,Srinagar,RIYAZ AHMAD WANI,Independent,461,0,461,11,Lost
Jammu & Kashmir,Srinagar,ABDUL RASHID TANTRAY,Independent,1668,0,1668,12,Lost
Jammu & Kashmir,Srinagar,MOHAMMAD SHAFI GUROO,Independent,1157,0,1157,13,Lost
Jammu & Kashmir,Srinagar,MIRZA SAJAD HUSSAIN BEIGH,Independent,2802,0,2802,14,Lost
Jammu & Kashmir,Srinagar,None of the Above,NOTA,4979,0,4979,15,Lost
Jammu & Kashmir,Anantnag,SYED ABID AHMAD SHAH,Jammu & Kashmir National Panthers Party,4345,0,4345,1,Won
Jammu & Kashmir,Anantnag,MIRZA MEHBOOB BEG,JKN,135005,7,135012,2,Lost
Jammu & Kashmir,Anantnag,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,200407,22,200429,3,Lost
Jammu & Kashmir,Anantnag,MOHAMMAD SHARIF,Bahujan Samaj Party,3312,0,3312,4,Lost
Jammu & Kashmir,Anantnag,MUSHTAQ AHMAD MALIK,Bharatiya Janata Party,4710,10,4720,5,Lost
Jammu & Kashmir,Anantnag,ASIF JEELANI,All India Forward Bloc,803,0,803,6,Lost
Jammu & Kashmir,Anantnag,DR. TANVIR MAQBOOL DAR,Aam Aadmi Party,3251,1,3252,7,Lost
Jammu & Kashmir,Anantnag,GH. NABI SHAH,Samajwadi Party,1837,0,1837,8,Lost
Jammu & Kashmir,Anantnag,MOHAMMAD YAQOOB RATHER,AKAKRP,1568,0,1568,9,Lost
Jammu & Kashmir,Anantnag,MOHD YOUSIF  GANIE,Ambedkar Samaj Party,3285,1,3286,10,Lost
Jammu & Kashmir,Anantnag,TANVEER HUSSAIN KHAN,Independent,7340,0,7340,11,Lost
Jammu & Kashmir,Anantnag,ABDUL AHAD MIR,Independent,3439,0,3439,12,Lost
Jammu & Kashmir,Anantnag,None of the Above,NOTA,5936,0,5936,13,Lost
Jammu & Kashmir,Ladakh,THUPSTAN CHHEWANG,Bharatiya Janata Party,30731,380,31111,1,Won
Jammu & Kashmir,Ladakh,TSERING SAMPHEL,Indian National Congress,25985,417,26402,2,Lost
Jammu & Kashmir,Ladakh,SYED MOHD KAZIM,Independent,28197,37,28234,3,Lost
Jammu & Kashmir,Ladakh,GHULAM RAZA,Independent,31049,26,31075,4,Lost
Jammu & Kashmir,Ladakh,None of the Above,NOTA,1202,5,1207,5,Lost
Jammu & Kashmir,Udhampur,PROF. BHIM SINGH,Jammu & Kashmir National Panthers Party,25304,8,25312,1,Won
Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,Bharatiya Janata Party,486820,549,487369,2,Lost
Jammu & Kashmir,Udhampur,DHARAM PAL BALGOTRA,Bahujan Samaj Party,16433,4,16437,3,Lost
Jammu & Kashmir,Udhampur,GHULAM NABI AZAD,Indian National Congress,426336,57,426393,4,Lost
Jammu & Kashmir,Udhampur,MOHD ARSHAD MALIK,Jammu & Kashmir Peoples Democratic Party,30458,3,30461,5,Lost
Jammu & Kashmir,Udhampur,SMT. AMRIT BARSHA,Samajwadi Party,1842,0,1842,6,Lost
Jammu & Kashmir,Udhampur,JAGDISH KUMAR,Jai Maha Bharath Party,1809,0,1809,7,Lost
Jammu & Kashmir,Udhampur,SHAM LAL,AJKMP,2185,2,2187,8,Lost
Jammu & Kashmir,Udhampur,GIRDHARI LAL,BHBP,1967,4,1971,9,Lost
Jammu & Kashmir,Udhampur,ANIL KUMAR GUPTA,Independent,5755,0,5755,10,Lost
Jammu & Kashmir,Udhampur,ANIL KHAJURIA,Independent,15188,0,15188,11,Lost
Jammu & Kashmir,Udhampur,BANSI LAL,Independent,7339,0,7339,12,Lost
Jammu & Kashmir,Udhampur,NAZAKAT HUSSAIN,Independent,9217,0,9217,13,Lost
Jammu & Kashmir,Udhampur,None of the Above,NOTA,10477,1,10478,14,Lost
Jammu & Kashmir,Jammu,ASHOK KUMAR,Bahujan Samaj Party,31194,5,31199,1,Won
Jammu & Kashmir,Jammu,JUGAL KISHORE,Bharatiya Janata Party,618245,1750,619995,2,Lost
Jammu & Kashmir,Jammu,MADAN LAL SHARMA,Indian National Congress,362537,178,362715,3,Lost
Jammu & Kashmir,Jammu,HARI CHAND JALMERIA,Jammu & Kashmir National Panthers Party,9067,4,9071,4,Lost
Jammu & Kashmir,Jammu,YASHPAL SHARMA,Jammu & Kashmir Peoples Democratic Party,168451,103,168554,5,Lost
Jammu & Kashmir,Jammu,BAHADUR SINGH CHOWDHARY,Samajwadi Party,3163,1,3164,6,Lost
Jammu & Kashmir,Jammu,SUBASH CHANDER,AJKMP,2201,4,2205,7,Lost
Jammu & Kashmir,Jammu,GURSAGAR SINGH,SDP,6042,0,6042,8,Lost
Jammu & Kashmir,Jammu,MEHAR MANAV BHAGAT,BHBP,2013,0,2013,9,Lost
Jammu & Kashmir,Jammu,ASHOK KUMAR SHARMA,Independent,2582,0,2582,10,Lost
Jammu & Kashmir,Jammu,PERSEEN SINGH,Independent,7173,0,7173,11,Lost
Jammu & Kashmir,Jammu,RAJ KUMAR,Independent,2989,2,2991,12,Lost
Jammu & Kashmir,Jammu,SATISH POONCHI,Independent,1974,7,1981,13,Lost
Jammu & Kashmir,Jammu,ABDUL MAJID CHOUHAN,Independent,4176,1,4177,14,Lost
Jammu & Kashmir,Jammu,LABHA RAM,Independent,5042,4,5046,15,Lost
Jammu & Kashmir,Jammu,MOHD. IMTIAZ,Independent,7422,1,7423,16,Lost
Jammu & Kashmir,Jammu,MOHD. ABBAS KHAN,Independent,2469,0,2469,17,Lost
Jammu & Kashmir,Jammu,NIRMAL SINGH,Independent,5283,3,5286,18,Lost
Jammu & Kashmir,Jammu,VIJAY KUMAR,Independent,5125,0,5125,19,Lost
Jammu & Kashmir,Jammu,None of the Above,NOTA,4381,1,4382,20,Lost
Karnataka,Chikkodi,KATTI RAMESH VISHWANATH,Bharatiya Janata Party,471029,341,471370,1,Won
Karnataka,Chikkodi,KADAPURE MACHINDRA DAVALU,Bahujan Samaj Party,14484,9,14493,2,Lost
Karnataka,Chikkodi,PRAKASH BABANNA HUKKERI,Indian National Congress,474301,72,474373,3,Lost
Karnataka,Chikkodi,PRATAPARAO  PATIL,Nationalist Congress Party,42735,3,42738,4,Lost
Karnataka,Chikkodi,SHRIMANT BALASAHEB PATIL,Janata Dal (Secular),39991,1,39992,5,Lost
Karnataka,Chikkodi,APPASAHEB SRIPATHI KURANE,SJPA,1457,0,1457,6,Lost
Karnataka,Chikkodi,ASHFAQ AHMED MADAKI,Aam Aadmi Party,3521,8,3529,7,Lost
Karnataka,Chikkodi,JITENDRA SUBHASH NERLE,Independent,1414,0,1414,8,Lost
Karnataka,Chikkodi,BASAPPA KALLAPPA HANCHANAL,Independent,1744,0,1744,9,Lost
Karnataka,Chikkodi,MAGADUM GOUSMOHIUDDIN ISMAIL MAGDUM,Independent,2624,0,2624,10,Lost
Karnataka,Chikkodi,MOHAN GURAPPA MOTANNAVAR,Independent,3457,1,3458,11,Lost
Karnataka,Chikkodi,SHRINIK ANNASAHEB JANGATE,Independent,3622,0,3622,12,Lost
Karnataka,Chikkodi,None of the Above,NOTA,10289,0,10289,13,Lost
Karnataka,Belgaum,ANGADI SURESH CHANNABASAPPA,Bharatiya Janata Party,553802,615,554417,1,Won
Karnataka,Belgaum,BAGWAN NASIR PAPULSAB,Janata Dal (Secular),5477,0,5477,2,Lost
Karnataka,Belgaum,RAMESH G KADALASKAR,Bahujan Samaj Party,3534,1,3535,3,Lost
Karnataka,Belgaum,LAXMI R. HEBBALKAR,Indian National Congress,478374,183,478557,4,Lost
